,ApprovalFY,RetainedJob,UrbanRural,GrAppv,SBA_Appv,Approval_Year,Disbursement_Year,BankState_code,RevLineCr_code,LowDoc_code
40137,2005,1,2,0.0028792241248674043,0.0017255471800926344,5,5,8,4,1
40138,2006,3,1,0.0028792241248674043,0.0029970029970029966,6,6,4,0,1
40139,2005,4,2,0.04224882557963328,0.0253201344110435,5,5,8,2,1
40140,2006,3,1,0.004394605243218669,0.002633729906457179,6,6,46,2,1
40141,1998,0,0,0.02409455978178512,0.023158659522295885,98,98,10,2,2
40142,1998,0,0,0.03564176390362177,0.03208609572245936,97,97,10,2,1
40143,1984,0,0,0.15138657372329142,0.18154572700027244,84,84,19,2,1
40144,1998,0,0,0.10592514017275345,0.09526836799564073,98,98,29,2,1
40145,1998,0,0,0.22715562964085467,0.20425029515938606,98,99,44,2,1
40146,1997,0,0,0.018033035308380057,0.0173462900735628,97,97,35,0,1
40147,1997,0,0,0.04530989543870284,0.04077740441376805,97,97,34,2,1
40148,1998,0,0,0.03015608425519018,0.02897102897102897,98,98,4,0,1
40149,2006,5,1,0.0028792241248674043,0.0017255471800926344,6,6,14,4,1
40150,2005,3,1,0.0028792241248674043,0.0017255471800926344,5,5,40,2,1
40151,2006,12,2,0.0074253674799212,0.004450095359186268,6,6,23,4,1
40152,2006,4,1,0.010759205940293986,0.006448097357188266,6,6,27,4,1
40153,2006,10,1,0.0074253674799212,0.004450095359186268,6,6,46,2,1
40154,2006,23,1,0.015002273071677528,0.00899100899100899,6,6,46,2,1
40155,2004,0,1,0.005909986361569935,0.0035419126328217233,4,4,27,4,1
40156,2006,5,1,0.03015608425519018,0.018072836254654435,6,6,27,2,1
40157,2006,12,1,0.014547658736172149,0.008718554173099627,6,6,27,4,1
40158,2006,0,1,0.03015608425519018,0.018072836254654435,6,6,4,2,1
40159,1998,0,0,0.03015608425519018,0.018072836254654435,98,99,14,4,1
40160,2006,2,1,0.015002273071677528,0.00899100899100899,6,6,46,2,1
40161,2005,0,1,0.005909986361569935,0.0035419126328217233,4,4,27,3,1
40162,2005,20,1,0.015002273071677528,0.00899100899100899,5,5,27,4,1
40163,1997,0,0,0.03015608425519018,0.02897102897102897,97,98,5,2,2
40164,1998,0,0,0.004394605243218669,0.002633729906457179,97,98,38,4,1
40165,2005,0,1,0.015002273071677528,0.00899100899100899,4,4,46,2,1
40166,2006,22,1,0.04530989543870284,0.046226500771955316,6,6,37,0,1
40167,1997,0,0,0.07258675556902561,0.06529833802561076,97,98,21,2,1
40168,2006,2,1,0.005909986361569935,0.0035419126328217233,6,6,14,4,1
40169,1997,0,0,0.06652523109562054,0.05984924166742348,97,97,19,0,1
40170,1998,0,0,0.005121988180027277,0.004965943147761329,98,98,24,0,2
40171,1997,0,0,0.22715562964085467,0.20425029515938606,97,98,4,0,1
40172,1998,0,0,0.1549628731626004,0.1393515575333757,97,98,24,2,1
40173,2005,6,1,0.004091529019548417,0.0024520933611842702,5,5,40,2,1
40174,1997,0,0,0.03015608425519018,0.02897102897102897,97,97,34,2,2
40175,1997,0,0,0.012577663282315504,0.012115157569703024,97,97,12,2,2
40176,2006,6,2,0.0074253674799212,0.004450095359186268,5,6,46,2,1
40177,1997,0,0,0.17442036672223066,0.15684315684315683,97,97,42,0,1
40178,1998,0,0,0.025609940900136387,0.024611751884479154,97,98,37,0,1
40179,2006,1,1,0.015002273071677528,0.015348288075560802,6,6,37,2,1
40180,2006,25,1,0.14684043036823763,0.13204976841340477,6,6,4,2,1
40181,2006,10,1,0.015002273071677528,0.00899100899100899,6,6,10,4,1
40182,1997,3,0,0.13714199121078952,0.164471891744619,97,98,5,2,1
40183,1998,0,0,0.25897863312623126,0.31050767414403774,97,98,5,2,1
40184,2006,4,1,0.005909986361569935,0.0035419126328217233,6,6,35,4,1
40185,2006,1,2,0.004394605243218669,0.002633729906457179,6,6,46,2,1
40186,2005,4,1,0.03015608425519018,0.018072836254654435,5,5,40,2,1
40187,1998,0,0,0.028337626913168663,0.027227318136409044,98,98,48,2,2
40188,2006,1,1,0.0074253674799212,0.007628734901462174,6,8,35,4,1
40189,2006,6,1,0.01227458705864525,0.00735628008355281,6,6,35,2,1
40190,1997,0,0,0.02021518411880588,0.01943874307510671,97,98,35,2,1
40191,2006,2,1,0.012577663282315504,0.007537916628825719,6,8,27,4,1
40192,2006,1,1,0.008940748598272466,0.005358278085550812,6,6,14,4,1
40193,1998,0,0,0.015787240490983484,0.015192807192807191,97,98,10,2,2
40194,2006,2,1,0.008940748598272466,0.005358278085550812,6,6,27,4,1
40195,1997,0,0,0.10259130171238066,0.09227136499863772,97,97,3,0,1
40196,1998,0,0,0.0567010153053493,0.05101770956316411,97,97,4,2,1
40197,2005,0,2,0.001666919230186392,0.0009990009990009988,4,4,27,4,1
40198,2005,1,1,0.004394605243218669,0.002633729906457179,5,5,46,2,1
40199,2005,0,1,0.0028792241248674043,0.0017255471800926344,4,4,27,2,1
40200,2006,1,2,0.1741172904985604,0.20879120879120877,6,6,34,0,1
40201,1997,0,0,0.05440218214881043,0.048951048951048945,97,97,4,0,1
40202,1998,0,0,0.0028792241248674043,0.0017255471800926344,98,98,4,4,1
40203,2005,1,1,0.0074253674799212,0.004450095359186268,5,5,20,4,1
40204,2006,3,1,0.008940748598272466,0.005358278085550812,6,6,27,2,1
40205,2005,1,1,0.0065161388089104415,0.0039051857233675415,5,5,40,2,1
40206,1997,0,0,0.07107137445067435,0.06393606393606394,97,97,35,0,1
40207,2006,22,1,0.015002273071677528,0.00899100899100899,6,6,45,4,1
40208,1998,0,0,0.15138657372329142,0.1361365906820452,98,98,4,2,1
40209,1998,0,0,0.03015608425519018,0.02897102897102897,98,98,35,2,2
40210,1998,0,0,0.07561751780572815,0.05803287621469439,97,97,17,0,1
40211,1997,0,0,0.015002273071677528,0.014440105349196257,97,98,24,2,1
40212,1997,0,0,0.03015608425519018,0.02897102897102897,97,97,9,2,2
40213,1997,0,0,0.02985300803151993,0.028680410498592313,97,97,5,2,2
40214,2005,2,1,0.0028792241248674043,0.0017255471800926344,5,5,40,2,1
40215,1997,0,0,0.03864221851795727,0.03478339841976205,97,97,24,2,1
40216,2007,5,1,0.0028792241248674043,0.0017255471800926344,6,6,27,4,1
40217,2006,4,1,0.0028792241248674043,0.0017255471800926344,6,9,27,4,1
40218,1997,0,0,0.03015608425519018,0.02897102897102897,97,97,23,2,2
40219,2007,1,1,0.004394605243218669,0.002633729906457179,6,6,46,2,1
40220,1998,0,0,0.03015608425519018,0.02715466351829988,98,98,34,0,1
40221,1998,0,0,0.022579178663433855,0.021705567160112613,98,98,21,0,2
40222,1997,0,0,0.01651765419002879,0.01589319771137953,97,97,37,0,1
40223,2007,25,1,0.07682982270040915,0.04604486422668241,6,6,14,2,1
40224,1997,140,0,0.07167752689801485,0.08600490418672237,97,98,33,2,1
40225,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,6,14,4,1
40226,2005,1,1,0.020760721321412337,0.012442103351194259,5,5,27,4,1
40227,2006,0,2,0.005909986361569935,0.0035419126328217233,6,7,34,2,1
40228,1997,0,0,0.014244582512501896,0.013713559168104622,97,97,19,2,2
40229,2006,7,1,0.0028792241248674043,0.0029970029970029966,6,6,35,4,1
40230,2006,1,1,0.03015608425519018,0.018072836254654435,6,6,44,2,1
40231,2005,4,2,0.012577663282315504,0.007537916628825719,5,5,45,4,1
40232,2005,1,2,0.015002273071677528,0.00899100899100899,5,5,40,2,1
40233,2004,0,2,0.0028792241248674043,0.0017255471800926344,4,4,14,3,1
40234,1997,0,0,0.05288680103045917,0.047588774861502134,97,97,22,2,1
40235,2006,3,1,0.0074253674799212,0.004450095359186268,6,6,34,4,1
40236,2005,0,1,0.04530989543870284,0.02715466351829988,5,5,40,2,1
40237,2005,0,1,0.004394605243218669,0.002633729906457179,4,6,34,4,1
40238,2006,7,2,0.0028792241248674043,0.0017255471800926344,6,6,27,4,1
40239,2005,5,2,0.09683285346264586,0.05803287621469439,5,5,27,2,1
40240,1998,0,0,0.02712532201848765,0.016256470801925348,97,98,35,0,1
40241,1997,0,0,0.015002273071677528,0.014440105349196257,97,97,31,0,1
40242,2006,17,1,0.03015608425519018,0.018072836254654435,6,6,27,4,1
40243,2005,3,1,0.011638126988937719,0.011920806466261012,5,5,14,2,1
40244,2006,27,1,0.015002273071677528,0.00899100899100899,5,6,35,4,1
40245,2005,0,1,0.0074253674799212,0.004450095359186268,4,4,17,4,1
40246,1997,0,0,0.023852098802848918,0.022926164744346562,97,98,12,2,2
40247,2005,4,1,0.0028792241248674043,0.0017255471800926344,5,5,27,2,1
40248,2006,2,1,0.028640703136838915,0.01716465352828989,6,6,20,2,1
40249,2005,0,1,0.015002273071677528,0.00899100899100899,5,5,35,4,1
40250,1997,0,0,0.12865585694802242,0.11570247933884298,97,97,4,0,1
40251,2006,2,2,0.0065161388089104415,0.0039051857233675415,6,6,14,4,1
40252,2006,27,1,0.24743142900439463,0.22247752247752245,6,6,34,0,1
40253,1998,0,0,0.010456129716623732,0.010080828262646445,98,98,35,4,1
40254,2005,5,1,0.0074253674799212,0.004450095359186268,5,5,40,2,1
40255,1998,0,0,0.05409910592514018,0.04867859413313958,97,98,42,0,1
40256,1997,0,0,0.11804818911956358,0.10616656071201526,97,97,31,2,1
40257,2005,10,1,0.03015608425519018,0.018072836254654435,5,5,4,4,1
40258,2004,0,1,0.001666919230186392,0.0009990009990009988,4,4,27,4,1
40259,2006,7,2,0.10592514017275345,0.06348197257288167,6,6,23,0,1
40260,2006,15,1,0.015002273071677528,0.00899100899100899,6,6,27,3,1
40261,2005,0,1,0.01518411880587968,0.009099990918172736,4,5,2,2,1
40262,2005,8,1,0.022579178663433855,0.013531922622831713,5,5,40,2,1
40263,2007,3,1,0.0074253674799212,0.004450095359186268,6,6,46,2,1
40264,2006,31,1,0.015002273071677528,0.00899100899100899,6,6,27,3,1
40265,1998,0,0,0.015002273071677528,0.00899100899100899,98,98,35,4,1
40266,1997,0,0,0.29207455675102295,0.2626101171555717,97,97,44,0,1
40267,2005,0,1,0.018639187755720564,0.011170647534283897,4,5,40,4,1
40268,1998,15,0,0.07470828913471739,0.08963763509218055,98,98,35,2,1
40269,2006,18,1,0.0028792241248674043,0.0029970029970029966,6,6,4,0,1
40270,1998,0,0,0.07016214577966358,0.08418853873399328,98,99,35,2,1
40271,1998,0,0,0.010456129716623732,0.006266460811915357,98,98,46,0,1
40272,2006,1,1,0.018033035308380057,0.010807374443738079,6,6,27,4,1
40273,2006,6,1,0.0074253674799212,0.004450095359186268,6,6,40,2,1
40274,1982,0,0,0.008334596150931961,0.00835164835164835,82,82,16,2,1
40275,2006,8,1,0.0074253674799212,0.004450095359186268,6,6,46,2,1
40276,2005,0,1,0.015002273071677528,0.00899100899100899,4,5,46,2,1
40277,1998,0,0,0.0034853765722079105,0.003396603396603396,98,98,26,2,2
40278,1998,0,0,0.013486891953326263,0.012987012987012986,98,98,44,0,1
40279,2007,15,1,0.0074253674799212,0.004450095359186268,6,6,46,2,1
40280,1997,0,0,0.03015608425519018,0.02715466351829988,97,97,34,2,1
40281,2005,0,1,0.011971510834974998,0.007174643538279901,4,4,40,2,1
40282,1998,0,0,0.029927867858766482,0.028752338570520387,97,98,14,2,2
40283,1997,0,0,0.022579178663433855,0.021705567160112613,97,97,4,2,2
40284,1983,0,0,0.027731474465828156,0.033330306057578786,83,83,1,2,1
40285,1998,0,0,0.086225185634187,0.0775588048315321,98,98,4,0,1
40286,1998,0,0,0.07561751780572815,0.06802288620470438,98,98,35,0,1
40287,1997,0,0,0.013486891953326263,0.012987012987012986,97,98,14,2,2
40288,1997,20,0,0.13229277163206546,0.15865952229588592,97,0,16,2,1
40289,2006,2,2,0.005909986361569935,0.0035419126328217233,6,6,19,4,1
40290,1998,0,0,0.03015608425519018,0.018072836254654435,98,98,40,3,1
40291,1980,0,0,0.01742688286103955,0.018872037053855234,80,80,34,2,1
40292,1997,0,0,0.03015608425519018,0.02715466351829988,97,97,42,2,1
40293,2005,6,1,0.022579178663433855,0.013531922622831713,5,5,27,3,1
40294,2005,0,1,0.0074253674799212,0.004450095359186268,4,4,46,2,1
40295,1998,0,0,0.04834065767540537,0.04350195259286168,98,98,4,0,1
40296,1984,0,0,0.045006819215032585,0.0540368722186904,84,84,24,2,1
40297,2006,3,1,0.06046370662221549,0.05440014530923622,6,6,14,2,1
40298,2006,5,1,0.015002273071677528,0.00899100899100899,6,6,14,4,1
40299,2005,4,1,0.019548416426731323,0.011715557170102624,5,5,27,2,1
40300,2007,24,1,0.015002273071677528,0.00899100899100899,6,6,27,4,1
40301,2006,2,1,0.0074253674799212,0.004450095359186268,6,6,14,4,1
40302,1998,0,0,0.05288680103045917,0.047588774861502134,98,99,34,2,1
40303,2006,1,1,0.005909986361569935,0.0035419126328217233,6,6,42,4,1
40304,2004,0,1,0.015002273071677528,0.00899100899100899,4,8,42,2,1
40305,2006,9,1,0.0074253674799212,0.004450095359186268,6,6,14,4,1
40306,2006,2,1,0.010456129716623732,0.006266460811915357,6,6,27,2,1
40307,1998,0,0,0.08916502500378845,0.08020161656525293,98,98,42,0,1
40308,2005,0,1,0.015002273071677528,0.00899100899100899,4,4,46,2,1
40309,2006,5,1,0.0074253674799212,0.004450095359186268,6,6,14,4,1
40310,2006,1,2,0.02106379754508259,0.012623739896467168,5,5,40,2,1
40311,2006,0,1,0.03015608425519018,0.018072836254654435,6,6,40,4,1
40312,2006,12,1,0.018033035308380057,0.010807374443738079,6,6,27,4,1
40313,1997,0,0,0.08470980451583573,0.07619653074198529,97,97,7,0,1
40314,2005,6,1,0.011971510834974998,0.007174643538279901,5,5,40,2,1
40315,2006,4,1,0.015002273071677528,0.00899100899100899,5,5,27,3,1
40316,2006,3,2,0.005909986361569935,0.0035419126328217233,6,6,19,4,1
40317,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,6,27,4,1
40318,2006,1,2,0.005909986361569935,0.0035419126328217233,6,6,34,2,1
40319,2006,15,1,0.015002273071677528,0.00899100899100899,5,5,46,2,1
40320,1998,0,0,0.06349446885891802,0.057124693488329846,97,97,42,0,1
40321,1998,0,0,0.06046370662221549,0.05440014530923622,97,97,6,0,1
40322,2005,5,1,0.015002273071677528,0.00899100899100899,5,5,27,2,1
40323,2005,33,1,0.011971510834974998,0.007174643538279901,5,5,40,2,1
40324,2004,0,2,0.010456129716623732,0.006266460811915357,4,4,27,4,1
40325,2006,5,1,0.015002273071677528,0.00899100899100899,6,6,40,2,1
40326,2006,0,2,0.021851795726625246,0.013095994914176732,6,6,35,2,1
40327,1983,0,0,0.04227913320200031,0.050767414403778036,83,84,24,2,1
40328,2007,6,1,0.015002273071677528,0.00899100899100899,6,6,14,4,1
40329,2005,7,1,0.02106379754508259,0.012623739896467168,5,5,40,4,1
40330,1997,0,0,0.05015911501742689,0.04513668150031786,97,97,42,0,1
40331,2007,1,1,0.0018790725867555691,0.001126146580692035,6,6,27,4,1
40332,2005,1,1,0.011971510834974998,0.007174643538279901,5,5,45,4,1
40333,2005,4,1,0.005909986361569935,0.0035419126328217233,5,5,40,2,1
40334,1997,0,0,0.17957266252462495,0.161474888747616,97,97,44,0,1
40335,2006,2,1,0.0074253674799212,0.004450095359186268,6,6,27,4,1
40336,2006,3,1,0.015002273071677528,0.00899100899100899,6,6,14,4,1
40337,2005,4,1,0.0386725261403243,0.039464172191444914,5,5,35,2,1
40338,2005,0,1,0.0074253674799212,0.007628734901462174,5,5,9,2,1
40339,1997,0,0,0.02667070768298227,0.025628916538007446,97,97,48,0,1
40340,2006,4,1,0.015002273071677528,0.00899100899100899,6,6,40,2,1
40341,1984,0,0,0.031974541597211706,0.03841612932522023,84,84,44,2,1
40342,1998,0,0,0.07561751780572815,0.06802288620470438,98,98,34,0,1
40343,1997,0,0,0.08440672829216549,0.10126237398964671,97,98,3,2,1
40344,2006,18,2,0.032277617820881954,0.03294886931250567,6,6,35,2,1
40345,2005,2,1,0.010456129716623732,0.006266460811915357,5,5,46,2,1
40346,1997,0,0,0.20169722685255342,0.18136409045499952,97,97,42,0,1
40347,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,6,27,2,1
40348,1997,0,0,0.013486891953326263,0.012987012987012986,97,97,35,2,2
40349,2006,1,1,0.011971510834974998,0.007174643538279901,6,6,27,2,1
40350,1998,0,0,0.20594029398393698,0.18517845790573062,97,97,44,0,1
40351,1997,0,0,0.14305197757235946,0.1286440831895377,97,97,4,0,1
40352,1997,16,0,0.12016972268525535,0.1441285986740532,97,0,20,2,1
40353,2006,0,1,0.0074253674799212,0.004450095359186268,6,6,35,2,1
40354,2006,7,1,0.03015608425519018,0.018072836254654435,6,6,40,4,1
40355,2005,1,1,0.0074253674799212,0.007628734901462174,5,5,9,2,1
40356,2005,4,1,0.012880739505985757,0.007719553174098628,5,5,40,4,1
40357,2006,1,1,0.03015608425519018,0.018072836254654435,6,6,40,2,1
40358,2007,3,1,0.0074253674799212,0.004450095359186268,6,6,14,4,1
40359,2006,1,2,0.0074253674799212,0.004450095359186268,5,5,14,3,1
40360,2006,3,1,0.0074253674799212,0.004450095359186268,6,7,40,4,1
40361,2006,26,1,0.008940748598272466,0.005358278085550812,6,6,45,4,1
40362,2006,5,1,0.11683588422488256,0.1050767414403778,6,6,44,2,1
40363,2005,0,1,0.003030762236702531,0.001816365452729089,4,4,27,4,1
40364,1997,0,0,0.022579178663433855,0.021705567160112613,97,97,42,0,1
40365,2005,3,1,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
40366,2006,3,1,0.03015608425519018,0.018072836254654435,6,6,40,2,1
40367,1980,0,0,0.04530989543870284,0.048951048951048945,80,80,12,2,1
40368,2005,5,1,0.015002273071677528,0.00899100899100899,5,5,46,2,1
40369,2005,9,1,0.0028792241248674043,0.0017255471800926344,5,5,40,4,1
40370,2004,0,2,0.002939839369601455,0.0017618744891472163,4,4,25,4,1
40371,2005,2,1,0.015002273071677528,0.00899100899100899,5,5,46,2,1
40372,2006,17,1,0.14835581148658888,0.13341204250295158,6,6,35,2,1
40373,2005,9,2,0.04530989543870284,0.02715466351829988,5,5,40,2,1
40374,1984,0,0,0.12759509016517653,0.13771682862591952,84,84,49,2,1
40375,2005,1,1,0.002606455523564177,0.0015620742893470165,5,5,40,2,1
40376,1998,0,0,0.03015608425519018,0.02897102897102897,97,97,5,2,1
40377,2006,12,1,0.0074253674799212,0.004450095359186268,6,6,40,4,1
40378,2006,11,1,0.3368692226094863,0.3028789392425756,6,6,4,2,1
40379,2006,4,1,0.0074253674799212,0.004450095359186268,6,6,22,4,1
40380,1998,0,0,0.07426125170480376,0.06680337843974207,97,97,24,0,1
40381,2006,2,1,0.0074253674799212,0.004450095359186268,6,6,42,4,1
40382,2006,27,1,0.0074253674799212,0.007628734901462174,6,6,9,2,1
40383,2006,4,1,0.060978936202454925,0.03654527290890927,6,6,14,2,1
40384,2006,15,1,0.015002273071677528,0.00899100899100899,6,6,46,2,1
40385,2005,9,1,0.004394605243218669,0.002633729906457179,5,5,40,2,1
40386,1998,3,0,0.08864979542354902,0.10634819725728817,97,98,22,2,1
40387,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,6,27,3,1
40388,2006,5,1,0.0074253674799212,0.004450095359186268,5,5,14,4,1
40389,2005,2,2,0.008940748598272466,0.005358278085550812,5,8,40,2,1
40390,1997,0,0,0.18169419609031673,0.16338207247298156,97,97,0,2,1
40391,2006,2,1,0.004394605243218669,0.002633729906457179,6,6,46,2,1
40392,2005,3,1,0.010456129716623732,0.006266460811915357,5,5,46,4,1
40393,1998,0,0,0.16350962267010155,0.14703478339841974,98,98,44,0,1
40394,1997,0,0,0.0468252765570541,0.04213967850331486,97,97,48,0,1
40395,2006,7,1,0.022579178663433855,0.013531922622831713,6,6,38,4,1
40396,1998,0,0,0.08319442339748447,0.07483425665243847,98,98,44,2,1
40397,1998,42,0,0.1532808001212305,0.13783961493052402,98,98,32,2,0
40398,1997,0,0,0.038824064252159424,0.03494687131050767,97,97,5,0,1
40399,2006,3,2,0.0028792241248674043,0.0017255471800926344,6,6,4,0,1
40400,1998,0,0,0.017933323230792546,0.01725074925074925,97,99,1,2,2
40401,2004,0,1,0.0074253674799212,0.004450095359186268,4,4,27,4,1
40402,2006,2,1,0.0066676769207455674,0.003996003996003996,5,5,27,4,1
40403,2005,2,1,0.001363843006516139,0.00081736445372809,5,5,27,4,1
40404,1997,0,0,0.04530989543870284,0.04077740441376805,97,97,14,0,1
40405,2006,11,1,0.015002273071677528,0.00899100899100899,6,6,46,2,1
40406,2005,2,2,0.005909986361569935,0.0035419126328217233,5,5,27,4,1
40407,1997,0,0,0.04530989543870284,0.04077740441376805,97,97,6,2,1
40408,1997,0,0,0.00924382482194272,0.008918354372899827,97,97,49,2,2
40409,1998,0,0,0.09713592968631611,0.08736717827626919,97,98,42,0,1
40410,2004,0,1,0.001363843006516139,0.00081736445372809,4,4,27,4,1
40411,2005,8,1,0.015002273071677528,0.00899100899100899,5,5,27,4,1
40412,2004,0,1,0.03015608425519018,0.018072836254654435,4,4,27,4,1
40413,1997,0,0,0.015002273071677528,0.014440105349196257,97,97,19,2,2
40414,1997,0,0,0.02409455978178512,0.023158659522295885,97,97,49,2,2
40415,1998,0,0,0.06046370662221549,0.05440014530923622,98,98,20,4,1
40416,2006,3,1,0.04667373844521898,0.042003451094360184,5,5,13,2,1
40417,2006,1,1,0.005909986361569935,0.0035419126328217233,5,6,40,2,1
40418,2005,7,1,0.05288680103045917,0.047588774861502134,5,5,45,2,1
40419,2005,7,1,0.011971510834974998,0.007174643538279901,5,5,27,4,1
40420,2005,1,1,0.013486891953326263,0.008082826264644447,5,5,34,4,1
40421,2006,3,1,0.0028792241248674043,0.0017255471800926344,6,6,40,4,1
40422,1998,0,0,0.019548416426731323,0.011715557170102624,98,99,14,0,1
40423,1997,0,0,0.02368874071829065,0.022769594042321314,97,97,14,2,2
40424,2006,2,1,0.015002273071677528,0.00899100899100899,6,6,46,2,1
40425,2005,5,1,0.01651765419002879,0.009899191717373535,5,5,27,2,1
40426,1997,0,0,0.03015608425519018,0.02897102897102897,97,97,16,2,1
40427,1997,0,0,0.010456129716623732,0.010080828262646445,97,97,8,2,2
40428,2005,2,1,0.015002273071677528,0.00899100899100899,5,5,40,2,1
40429,1997,0,0,0.044491589634793154,0.04004177640541277,97,97,20,2,1
40430,2005,2,1,0.015002273071677528,0.00899100899100899,5,7,27,4,1
40431,2006,12,1,0.011971510834974998,0.007174643538279901,6,6,42,4,1
40432,2006,3,1,0.018033035308380057,0.010807374443738079,6,6,20,4,1
40433,2006,6,1,0.03015608425519018,0.018072836254654435,5,5,34,2,1
40434,2005,2,2,0.011971510834974998,0.007174643538279901,5,5,8,4,1
40435,2005,1,1,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
40436,1998,0,0,0.31929080163661167,0.2723618199981836,98,98,42,0,1
40437,2006,3,1,0.008940748598272466,0.005358278085550812,6,6,42,4,1
40438,2005,3,1,0.006213062585240188,0.0037235491780946324,5,5,40,2,1
40439,1997,0,0,0.10410668283073193,0.09363363908818455,97,98,4,0,1
40440,1984,0,0,0.028337626913168663,0.034056852238670415,84,84,3,2,1
40441,1981,0,0,0.08774056675253826,0.094723458359822,81,81,36,2,1
40442,2006,1,2,0.0074253674799212,0.004450095359186268,6,6,15,0,1
40443,2005,4,1,0.03015608425519018,0.018072836254654435,5,5,34,4,1
40444,2006,9,2,0.008940748598272466,0.005358278085550812,6,6,27,4,1
40445,1998,0,0,0.008940748598272466,0.005358278085550812,97,97,14,0,1
40446,1997,0,0,0.14149416578269436,0.1272436654254836,97,97,27,2,1
40447,2006,2,2,0.05743294438551296,0.05167559713014258,6,6,34,2,1
40448,2004,0,1,0.029246855584179422,0.017527926618835708,4,4,27,3,1
40449,2006,4,1,0.001363843006516139,0.00081736445372809,6,6,40,4,1
40450,1998,0,0,0.014881042582209427,0.013422940695667967,97,97,44,0,1
40451,1998,0,0,0.16199424155175027,0.14567250930887293,97,97,42,0,1
40452,1983,0,0,0.04318836187301107,0.05185723367541549,83,83,17,2,1
40453,2005,5,1,0.0034853765722079105,0.002088820270638452,5,5,40,2,1
40454,2005,3,1,0.013789968176996516,0.008264462809917356,5,5,27,3,1
40455,2004,0,1,0.015153811183512654,0.009081827263645445,3,3,42,2,1
40456,2006,0,1,0.2983785422033642,0.3577331759149941,6,7,33,0,1
40457,2006,92,1,0.041066828307319295,0.024611751884479154,6,6,40,2,1
40458,2005,1,1,0.015002273071677528,0.00899100899100899,5,6,34,4,1
40459,2005,3,1,0.0028792241248674043,0.0017255471800926344,5,5,27,3,1
40460,2007,1,2,0.001363843006516139,0.001453092362183271,6,6,4,2,1
40461,2006,10,1,0.022579178663433855,0.013531922622831713,6,6,4,0,1
40462,2006,3,1,0.0028792241248674043,0.0017255471800926344,5,6,40,2,1
40463,1997,0,0,0.02409455978178512,0.023158659522295885,97,98,24,2,1
40464,2006,1,1,0.03015608425519018,0.018072836254654435,6,6,14,4,1
40465,2005,10,1,0.03015608425519018,0.018072836254654435,5,5,40,2,1
40466,2006,3,1,0.0074253674799212,0.004450095359186268,5,6,14,4,1
40467,1997,0,0,0.010456129716623732,0.010080828262646445,97,97,23,2,2
40468,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,6,35,4,1
40469,2005,5,1,0.022579178663433855,0.013531922622831713,5,5,40,2,1
40470,2006,0,2,0.4711319896954084,0.5647988375261103,6,8,4,0,1
40471,1997,0,0,0.05197757235944841,0.04677141040777404,97,97,42,0,1
40472,1997,0,0,0.1722079102894378,0.15485423667241846,97,97,7,0,1
40473,2005,0,1,0.015002273071677528,0.00899100899100899,4,4,27,2,1
40474,1984,0,0,0.03894529474162752,0.04677141040777404,84,84,24,2,1
40475,1998,0,0,0.16654038490680406,0.14975933157751337,98,98,34,0,1
40476,2005,12,1,0.010456129716623732,0.006266460811915357,5,5,46,2,1
40477,2006,2,1,0.0028792241248674043,0.0017255471800926344,5,5,27,4,1
40478,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,9,27,4,1
40479,2006,3,1,0.015002273071677528,0.00899100899100899,5,5,27,3,1
40480,1997,0,0,0.1210789513562661,0.1088911088911089,97,97,4,0,1
40481,1997,0,0,0.02409455978178512,0.023158659522295885,97,97,27,2,2
40482,2005,1,1,0.013486891953326263,0.008082826264644447,5,6,40,2,1
40483,1997,0,0,0.02291013789968177,0.022023067841249657,97,97,44,2,2
40484,2006,2,1,0.0074253674799212,0.004450095359186268,6,6,46,2,1
40485,2005,2,1,0.005152295802394302,0.003087821269639451,5,5,27,2,1
40486,2006,2,2,0.004394605243218669,0.004540913631822722,6,6,4,0,1
40487,1998,0,0,0.027428398242157905,0.026355462719099082,98,98,4,0,1
40488,2005,3,1,0.02106379754508259,0.012623739896467168,5,5,27,4,1
40489,2006,3,1,0.005909986361569935,0.0035419126328217233,6,6,14,4,1
40490,2006,1,1,0.020760721321412337,0.012442103351194259,6,6,14,4,1
40491,2006,9,1,0.010456129716623732,0.006266460811915357,6,6,27,4,1
40492,1998,0,0,0.03167146537354145,0.028516937607846696,98,98,23,0,1
40493,1979,0,0,0.03167146537354145,0.028516937607846696,78,79,28,2,1
40494,2005,3,1,0.022579178663433855,0.02306784124965943,5,5,40,2,1
40495,1998,0,0,0.0907713289892408,0.08164562710017256,98,98,20,4,1
40496,2006,1,1,0.0028792241248674043,0.0017255471800926344,6,9,27,2,1
40497,1985,0,0,0.03318684649189271,0.039869221687403505,84,86,23,2,1
40498,1998,0,0,0.13380815275041674,0.16047588774861501,98,99,14,2,1
40499,2006,1,1,0.2301863918775572,0.20697484333847968,6,6,4,0,1
40500,1984,0,0,0.06713138354296105,0.08055580782853511,83,84,14,2,1
